Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDLAM130B0,Mentha x villosa,foxtail mint,,SNA (2007),Exotic,GNA (2016),,,,,,
IICOLRZF30,Meotica pallens,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLFL010,Metacolpodes buchanani,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARA4R030,Metellina segmentata,Eurasian Armored Orbweaver,,SNA,Exotic,GNR,,,,,,
IIHOM7S010,Metopolophium dirhodum,,,SNA,Exotic,GNR,,,,,,
IILEG4B010,Metzneria lappella,,,SNA (2017),Exotic,GNR,,,,,,
IILEG4B020,Metzneria paucipunctella,,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG140,Mezium affine,A Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPG150,Microbregma emarginatum,A Deathwatch Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOM7T010,Microlophium carnosum,,,SNA,Exotic,GNR,,,,,,
IINEUMC060,Micromus variegatus,,,SNA (2016),Exotic,GNR,,,,,,
AFCQB12020,Micropterus dolomieu,Smallmouth Bass,,SNA (2019),Exotic,G5 (2016),,,,,,
AFCQB12050,Micropterus salmoides,Largemouth Bass,,SNA (2019),Exotic,G5 (2016),,,,,,
IILEU83010,Minoa murinata,,,SNA (2017),Exotic,GNR,,,,,,
PDNYC0A170,Mirabilis albida,hairy umbrellawort,,SNA (2019),Exotic,G5 (2007),,,,,,
PDNYC0A0P0,Mirabilis hirsuta,hairy umbrellawort,,SNA (2000),Exotic,G5 (1988),,,,,,
PDNYC0A0W0,Mirabilis nyctaginea,umbrellawort,,SNA (2019),Exotic,G5 (2016),,,,,,
AFCJD01010,Misgurnus anguillicaudatus,Oriental Weatherfish,,SNA (2019),Exotic,G5 (1996),,,,,,
IICOLRZH10,Mocyta fungi,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDCAR0J011,Moenchia erecta ssp. erecta,upright chickweed,,SNA (2019),Exotic,GNRTNR,,,,,,
IICOLQD9Y0,Mogulones crucifer,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
PDMOL02040,Mollugo verticillata,common carpetweed,,SNA (2019),Exotic,G5 (2015),,,,,,
IIHYM0G020,Monomorium pharaonis,Pharaoh Ant,,SNA (2016),Exotic,GNR,,,,,,
IILEF17090,Monopis weaverella,,,SNA (2017),Exotic,GNR,,,,,,
IIHEM2B010,Monosteira unicostata,,,SNA,Exotic,GNR,,,,,,
IICOLDK090,Monotoma bicolor,A Rhizophagid Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLDK060,Monotoma picipes,A Rhizophagid Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDMOR0D010,Morus alba,white mulberry,,SNA (2019),Exotic,GNR,,,,,,
PMPOA481W0,Muhlenbergia uniflora,bog muhly,,SNA (2019),Exotic,G5 (2016),,,,,,
AMAFF22010,Mus musculus,House Mouse,,SNA (2020),Exotic,G5 (2016),,,,,,
PMLIL1J010,Muscari armeniacum,Armenian grape hyacinth,,SNA,Exotic,GNR (1994),,,,,,
PMLIL1J060,Muscari aucheri,Aucher-Eloy grape hyacinth,,SNA,Exotic,GNR,,,,,,
PMLIL1J050,Muscari neglectum,starch grape-hyacinth,,SNA (2019),Exotic,GNR (1994),,,,,,
PDAST6L010,Mycelis muralis,wall lettuce,,SNA (2019),Exotic,GNR,,,,,,
IICOLQG090,Mycetaea subterranea,A Handsome Fungus Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDBOR0P020,Myosotis arvensis,field forget-me-not,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0P060,Myosotis discolor,common forget-me-not,,SNA (2019),Exotic,G5 (1994),,,,,,
PDBOR0P0A0,Myosotis scorpioides,European forget-me-not,,SNA (2019),Exotic,G5 (1994),,,,,,
PDBOR0P0B0,Myosotis stricta,blue forget-me-not,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0P0C0,Myosotis sylvatica,wood forget-me-not,,SNA (2019),Exotic,G5 (1994),,,,,,
PDCAR0K010,Myosoton aquaticum,water chickweed,,SNA (2019),Exotic,GNR,,,,,,
PDHAL04020,Myriophyllum aquaticum,parrot's feather,,SNA (2019),Exotic,GNR,,,,,,
PDHAL04060,Myriophyllum heterophyllum,varied-leaved watermilfoil,,SNA (2019),Exotic,G5 (2016),,,,,,
PDHAL040B0,Myriophyllum spicatum,Eurasian water-milfoil,,SNA (2019),Exotic,GNR,,,,,,
IIHYM04160,Myrmica rubra,European Fire Ant,,SNA (2016),Exotic,GNR,,,,,,
IIHYM04260,Myrmica specioides,,,SNA (2016),Exotic,GNR,,,,,,
PDAPI1D010,Myrrhis odorata,sweet cicely,,SNA (2019),Exotic,GNR,,,,,,
IIHOM8A050,Myzocallis carpini,,,SNA,Exotic,GNR,,,,,,
IIHOM8A070,Myzocallis castanicola,,,SNA,Exotic,GNR,,,,,,
IIHOM8A080,Myzocallis coryli,,,SNA,Exotic,GNR,,,,,,
IIHOMB2060,Myzus antirrhinii,,,SNA,Exotic,GNR,,,,,,
IIHOMB2070,Myzus ascalonicus,,,SNA,Exotic,GNR,,,,,,
IIHOMB2010,Myzus cerasi,,,SNA,Exotic,GNR,,,,,,
IIHOMB2020,Myzus certus,,,SNA,Exotic,GNR,,,,,,
IIHOMB2080,Myzus ligustri,,,SNA,Exotic,GNR,,,,,,
IIHOMB2030,Myzus lythri,,,SNA,Exotic,GNR,,,,,,
IIHOMB2040,Myzus ornatus,,,SNA,Exotic,GNR,,,,,,
IIHOMB2050,Myzus persicae,,,SNA,Exotic,GNR,,,,,,
IICOLRG050,Nacerdes melanura,Wharf Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMLIL1K020,Narcissus poeticus,poet's narcissus,,SNA (2019),Exotic,GNR,,,,,,
PMLIL1K030,Narcissus pseudonarcissus,daffodil,,SNA (2019),Exotic,GNR,,,,,,
IIHOM8D120,Nasonovia compositellae,,,SNA,Exotic,GNR,,,,,,
IIHOM8D170,Nasonovia ribisnigri,,,SNA,Exotic,GNR,,,,,,
PDBRA270Z0,Nasturtium microphyllum,one-rowed watercress,,SNA (2019),Exotic,GNR,,,,,,
PDBRA270T0,Nasturtium officinale,common watercress,,SNA (2019),Exotic,GNR (2000),,,,,,
IICOLPW070,Necrobia ruficollis,Redshouldered Ham Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPW080,Necrobia rufipes,Red-legged Ham Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLPW090,Necrobia violacea,Violet Checkered Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEF01160,Nemapogon cloacella,,,SNA (2017),Exotic,GNR,,,,,,
IILEF01060,Nemapogon granella,,,SNA (2017),Exotic,GNR,,,,,,
IICOLHS010,Neogalerucella calmariensis,Black-margined Loosestrife Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLHS020,Neogalerucella pusilla,a leaf beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOM8G010,Neomyzus circumflexus,,,SNA,Exotic,GNR,,,,,,
IIHOM35010,Neophilaenus lineatus,,,SNA,Exotic,GNR,,,,,,
ILARA4X010,Neottiura bimaculata,Eurasian Twotone Cobweaver,,SNA,Exotic,GNR,,,,,,
PDLAM1A010,Nepeta cataria,catnip,,SNA (2019),Exotic,GNR,,,,,,
PDBRA1Y010,Neslia paniculata,ball mustard,,SNA (2019),Exotic,GNR,,,,,,
ILARADD0P0,Neumania vernalis,,,SNR,Exotic,GNR,,,,,,
PDSOL0L010,Nicandra physalodes,shoo-fly plant,,SNA (2019),Exotic,GNR,,,,,,
IICOL8D010,Niptus hololeucus,Golden Spider Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLN2030,Nitidula carnaria,A Sap Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLN2040,Nitidula rufipes,A Sap Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEYMY020,Noctua comes,,,SNA (2017),Exotic,GNR,,,,,,
IILEYMY010,Noctua pronuba,,,SNA (2017),Exotic,GNR,,,,,,
IILEY96110,Nola cucullatella,,,SNA (2017),Exotic,GNR,,,,,,
IIHYMC1020,Nomia melanderi,,,SNA,Exotic,G5 (2019),,,,,,
ITUNI28010,Nopoiulus kochii,,,SNA (2020),Exotic,G5 (1989),,,,,,
IISIP02010,Nosopsyllus fasciatus,Northern Rat Flea,,SNA (2020),Exotic,GNR,,,,,,
IICOL9G060,Notiophilus biguttatus,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEM0U050,Notocelia cynosbatella,,,SNA (2017),Exotic,GNR,,,,,,
IILEM0U010,Notocelia rosaecolana,,,SNA (2017),Exotic,GNR,,,,,,
PDSCR2P010,Nuttallanthus canadensis,Canada toadflax,,SNA (2019),Exotic,G5 (2016),,,,,,
PDNYM05092,Nymphaea odorata ssp. odorata,fragrant waterlily,,SNA (2019),Exotic,G5T5 (2015),,,,,,
PDNYM050L0,Nymphaea x marliacea,hybrid European waterlily,,SNA,No Status,GNA,,,,,,
PDMNY03040,Nymphoides peltata,yellow floatingheart,,SNA (2019),Exotic,G5 (1988),,,,,,
IICOLRZ3H0,Ochthephilum fracticorne,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEJ0D010,Ocnerostoma piniariella,,,SNA (2017),Exotic,GNR,,,,,,
IAOLI40010,Octolasion cyaneum,,,SNA (2019),Exotic,GNR,,,,,,
IAOLI40020,Octolasion tyrtaeum,,,SNA (2019),Exotic,GNR,,,,,,
IICOLRZL30,Ocypus aeneocephalus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEG76010,Oecophora bractella,,,SNA (2017),Exotic,GNR,,,,,,
PDONA0C040,Oenothera biennis,common evening-primrose,,SNA (2019),Exotic,G5 (2016),,,,,,
PDONA0C230,Oenothera glazioviana,red-sepaled evening-primrose,,SNA (2019),Exotic,GU (1993),,,,,,
PDONA0C1N0,Oenothera oakesiana,Oakes' evening primrose,,SNA (2019),Exotic,G5 (2016),,,,,,
PDONA0C100,Oenothera perennis,perennial sundrops,,SNA (2019),Exotic,G5 (2016),,,,,,
PDONA0C1E1,Oenothera villosa ssp. villosa,hairy evening-primrose,,SNA (2010),Exotic,G5T5? (2002),,,,,,
ILARA7E010,Oligolophus tridens,a harvestman,,SNA (2019),Exotic,GNR,,,,,,
IICOLRZ3S0,Omalium rivulare,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDASTDP030,Omalotheca sylvatica,woodland cudweed,,SNA (2019),Exotic,G4G5 (2017),,,,,,
IICOL49060,Omonadus floralis,Narrow-necked Grain Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOL49160,Omonadus formicarius,An Antlike Flower Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLSX270,Omphalapion hookerorum,A Straight-snouted Weevil,,SNA (2017),Exotic,GNR,,,,,,
IIHOM0T280,Oncopsis tristis,,,SNA,Exotic,GNR,,,,,,
PDFAB2S010,Onobrychis viciifolia,sainfoin,,SNA (2019),Exotic,GNR,,,,,,
PDAST6Q011,Onopordum acanthium ssp. acanthium,Scotch thistle,,SNA (2019),Exotic,GNRTNR,,,,,,
IICOL15030,Onthophagus nuchicornis,A Beetle,,SNA (2019),Exotic,GNR,,,,,,
IILEU6Z010,Operophtera brumata,,,SNA (2017),Exotic,GNR,,,,,,
ITUNI35010,Ophyiulus pilosus,,,SNA (2020),Exotic,G5 (1989),,,,,,
IIHOM0U010,Opsius stactogalus,,,SNA,Exotic,GNR,,,,,,
IICOLQDB20,Orchestes alni,European Elm Flea Weevil,,SNA (2017),Exotic,GNR,,,,,,
PDLAM1C010,Origanum vulgare,wild marjoram,,SNA (2019),Exotic,GNR,,,,,,
IIHEM0B050,Orius vicinus,,,SNA,Exotic,GNR,,,,,,
PMLIL1N030,Ornithogalum umbellatum,star-of-Bethlehem,,SNA (2019),Exotic,G3G5 (2006),,,,,,
PDFAB2V010,Ornithopus perpusillus,little white bird's foot,,SNA (2021),Exotic,GNR,,,,,,
IIHEMAX010,Orthocephalus coriaceus,,,SNA,Exotic,GNR,,,,,,
IICOLPZ170,Orthoperus atomus,A Minute Hooded Beetle,,SNA (2017),Exotic,GNR,,,,,,
NBMUS561A0,Orthotrichum cucullatum,,,SNA (2021),Exotic,GNR,,,,,,
NBMUS56080,Orthotrichum diaphanum,,,SNA (2015),Exotic,G5 (1991),,,,,,
NBMUS561B0,Orthotrichum norrisii,,,SNA (2021),Exotic,GNR,,,,,,
NBMUS56110,Orthotrichum tenellum,,,SNA (2015),Exotic,G3G4 (1997),,,,,,
IIHEMR0170,Orthotylus ochrotrichus,,,SNA,Exotic,GNR,,,,,,
AMAEB02010,Oryctolagus cuniculus,European Rabbit,,SNA (2020),Exotic,G5 (2016),,,,,,
IICOLRX020,Oryzaephilus mercator,Merchant Grain Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRX030,Oryzaephilus surinamensis,Sawtooth Grain Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHYMA2320,Osmia caerulescens,Blue Mason Bee,,SNA (2016),Exotic,G5 (2012),,,,,,
ILARA2C010,Ostearius melanopygius,Cosmopolitan Blacktailed Sheetweaver,,SNA,Exotic,GNR,,,,,,
IICOLK8010,Otiorhynchus ovatus,Strawberry Root Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLK8040,Otiorhynchus raucus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLK8050,Otiorhynchus rugosostriatus,A Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLK8060,Otiorhynchus singularis,Clay-colored Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLK8070,Otiorhynchus sulcatus,Black Vine Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOL12400,Otophorus haemorrhoidalis,A Scarab Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLHL040,Oulema melanopus,Cereal Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOMH8010,Ovatus crataegarius,,,SNA,Exotic,GNR,,,,,,
PDOXA01080,Oxalis corniculata,yellow oxalis,,SNA (2019),Exotic,GNR,,,,,,
PDOXA010C0,Oxalis dillenii,graygreen sorrel,,SNA (2019),Exotic,G5 (2016),,,,,,
PDOXA010Y0,Oxalis montana,white wood-sorrel,,SNA,Exotic,G5 (2016),,,,,,
PDOXA010T0,Oxalis stricta,upright yellow oxalis,,SNA (2019),Exotic,G5 (2016),,,,,,
ITUNI57010,Oxidus gracilis,,,SNA (2020),Exotic,G5 (1989),,,,,,
PDCHE090P0,Oxybasis glauca ssp. glauca,oak-leaved goosefoot,,SNA (2019),Exotic,G5 (1994),,,,,,
PDCHE090X0,Oxybasis macrosperma,large-seeded goosefoot,,SNA (2019),Exotic,GNR,,,,,,
IMGAS77010,Oxychilus alliarius,Garlic Glass-snail,,SNA (2015),Exotic,G5 (2007),,,,,,
IMGAS77020,Oxychilus cellarius,Cellar Glass-snail,,SNA (2015),Exotic,G5 (2005),,,,,,
IMGAS77030,Oxychilus draparnaudi,Dark-bodied Glass-snail,,SNA (2015),Exotic,G5 (2005),,,,,,
IICOLRT800,Oxyomus sylvestris,A Scarab Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZEZ0,Oxypoda opaca,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
NBMUS2U010,Oxyrrhynchium hians,,,SNA (2015),Exotic,G5 (1991),,,,,,
IICOLB5090,Oxytelus laqueatus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB5030,Oxytelus sculptus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARAN4120,Ozyptila praticola,Eurasian Leaflitter Crab Spider,,SNA,Exotic,GNR,,,,,,
IIHYME2010,Pachycondyla chinensis,Asian Needle Ant,,SNA (2016),Exotic,GNR,,,,,,
ICMAL47020,Palaemon macrodactylus,Oriental Grass Shrimp,,SNA (2019),Exotic,GNR,,,,,,
IICOLSC330,Palorus ratzeburgii,Smalleyed Flour Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEM22010,Pandemis cerasana,,,SNA (2017),Exotic,GNR,,,,,,
IILEM22060,Pandemis heparana,,,SNA (2017),Exotic,GNR,,,,,,
PMPOA4K0N4,Panicum dichotomiflorum ssp. dichotomiflorum,smooth witchgrass,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PMPOA4K1F1,Panicum miliaceum ssp. miliaceum,broomcorn millet,,SNA (2012),Exotic,GNRTNR,,,,,,
PMPOA4K1F2,Panicum miliaceum ssp. ruderale,broomcorn millet,,SNA (2012),Exotic,GNRTNR,,,,,,
PDPAP0H030,Papaver argemone,long prickly-headed poppy,,SNA (2019),Exotic,GNR (1994),,,,,,
PDPAP0H050,Papaver croceum,ice poppy,,SNA,Exotic,GNR,,,,,,
PDPAP0H060,Papaver dubium,blind eyes,,SNA (2019),Exotic,GNR,,,,,,
PDPAP0H0D0,Papaver rhoeas,corn poppy,,SNA (2019),Exotic,GNR,,,,,,
PDPAP0H0E0,Papaver somniferum,opium poppy,,SNA (2019),Exotic,GNR,,,,,,
IILER84010,Paralipsa gularis,,,SNA (2019),Exotic,GNR,,,,,,
PMPOA4M010,Parapholis incurva,curved sicklegrass,,SNA (2019),Exotic,GNR,,,,,,
ILARA61010,Parasteatoda tepidariorum,Common House Spider,,SNA,Exotic,GNR,,,,,,
IILEJ0X010,Paraswammerdamia albicapitella,,,SNA (2017),Exotic,GNR,,,,,,
IILEJ0X050,Paraswammerdamia nebulella,,,SNA (2017),Exotic,GNR,,,,,,
PDSCR1J010,Parentucellia viscosa,yellow parentucellia,,SNA (2019),Exotic,GNR,,,,,,
ILARA7J010,Paroligolophus agrestis,a harvestman,,SNA (2019),Exotic,GNR,,,,,,
IILEF2H240,Parornix betulae,,,SNA (2017),Exotic,GNR,,,,,,
PDVIT03050,Parthenocissus vitacea,woodbine,,SNA (2019),Exotic,G5 (2012),,,,,,
IIHEMX1010,Parthenolecanium corni,,,SNA,Exotic,GNR,,,,,,
IILEU75010,Pasiphila rectangulata,,,SNA (2017),Exotic,G5 (2011),,,,,,
ABPBZ01010,Passer domesticus,House Sparrow,,SNA (2015),Exotic,G5 (2016),,,,,,
PDAPI1M010,Pastinaca sativa,common parsnip,,SNA (2019),Exotic,GNR (1994),,,,,,
IILEM0S260,Pelochrista medullana,,,SNA (2017),Exotic,GNR,,,,,,
IIHOM3M020,Pemphigus bursarius,,,SNA,Exotic,GNR,,,,,,
IIHOM3M120,Pemphigus spyrothecae,,,SNA,Exotic,GNR,,,,,,
PDBOR0U010,Pentaglottis sempervirens,green alkanet,,SNA (2019),Exotic,GNR,,,,,,
PDCRA0E010,Penthorum sedoides,ditch stonecrop,,SNA (2019),Exotic,G5 (2015),,,,,,
AFCQC03010,Perca flavescens,Yellow Perch,,SU (2019),Unknown,G5 (2015),,,,,,
ABNLC01010,Perdix perdix,Gray Partridge,,SNA (2015),Exotic,G5 (2016),,,,,,
IIHOM8U050,Periphyllus californiensis,,,SNA,Exotic,GNR,,,,,,
IIHOM8U060,Periphyllus lyropictus,,,SNA,Exotic,GNR,,,,,,
IIHOM8U070,Periphyllus testudinaceus,,,SNA,Exotic,GNR,,,,,,
PDPGN0L160,Persicaria hydropiper,marshpepper smartweed,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0L0J2,Persicaria longiseta,bristly lady's thumb,,SNA (2019),Exotic,GNRTNR,,,,,,
PDPGN0L1V0,Persicaria maculosa,lady's-thumb,,SNA (2019),Exotic,G3G5 (1998),,,,,,
PDPGN0L340,Persicaria minor,Asian knotweed,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0L1H0,Persicaria nepalensis,Nepalese knotweed,,SNA (2019),Exotic,GNR,,,,,,
PDPGN0L1T0,Persicaria pensylvanica,Pennsylvania smartweed,,SNA (2019),Exotic,G5 (2015),,,,,,
PDAST71020,Petasites hybridus,purple butter-bur,,SNA (2019),Exotic,GNR,,,,,,
PDAST71030,Petasites japonicus,Japanese butterbur,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0M010,Petrorhagia prolifera,prolific petrorhagia,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0M020,Petrorhagia saxifraga,tunic flower,,SNA (2019),Exotic,GNR,,,,,,
PDAPI1P010,Petroselinum crispum,garden parsley,,SNA (2019),Exotic,GNR,,,,,,
NFFUNPEDO1,Peziza domiciliana,,,SNA (2021),Exotic,GNR,,,,,,
IICOLKX020,Phaedon laevigatus,Watercress Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
ILARAZT010,Phalangium opilio,Common Harvestman,,SNA (2019),Exotic,GNR,,,,,,
PMPOA4R031,Phalaris arundinacea var. arundinacea,reed canarygrass,,SNA (2019),Exotic,G5TNR (2015),,,,,,
PMPOA4R032,Phalaris arundinacea var. picta,ornamental reed canarygrass,,SNA,Exotic,G5TNR,,,,,,
PMPOA4R060,Phalaris canariensis,canarygrass,,SNA (2019),Exotic,GNR,,,,,,
ABNLC07010,Phasianus colchicus,Ring-necked Pheasant,,SNA (2015),Exotic,G5 (2016),,,,,,
IIHOM4N020,Phenacoccus aceris,,,SNA,Exotic,GNR,,,,,,
IIHOM34010,Philaenus spumarius,,,SNA,Exotic,GNR,,,,,,
ILARAP5150,Philodromus dispar,Eurasian Agile Crab Spider,,SNA,Exotic,GNR,,,,,,
IICOLB6140,Philonthus carbonarius,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6380,Philonthus caucasicus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6160,Philonthus cognatus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6170,Philonthus concinnus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6020,Philonthus cruentatus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6190,Philonthus debilis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6580,Philonthus jurgans,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6240,Philonthus politus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6250,Philonthus rectangulus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6750,Philonthus sanguinolentus,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6840,Philonthus tenuicornis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6880,Philonthus umbratilis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLB6040,Philonthus varians,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLGQ020,Philorhizus melanocephalus,A Ground Beetle,,SNA (2017),Exotic,GNR,,,,,,
PMPOA4U052,Phleum pratense ssp. pratense,common timothy,,SNA (2019),Exotic,GNRTNR,,,,,,
ILARA58010,Pholcus phalangioides,Longbodied Cellar Spider,,SNA,Exotic,GNR,,,,,,
IIHOM8V010,Phorodon humuli,,,SNA,Exotic,GNR,,,,,,
PMPOA4V012,Phragmites australis ssp. australis,common reed,,SNA (2019),Exotic,G5T5 (2007),,,,,,
IILEG5L010,Phthorimaea operculella,,,SNA (2017),Exotic,GNR,,,,,,
IIHOMJ4010,Phyllaphis fagi,,,SNA,Exotic,GNR,,,,,,
IICOLMC010,Phyllobius intrusus,Arborvitae Weevil,,SNA (2017),Exotic,GNR,,,,,,
IICOLMC020,Phyllobius oblongus,European Snout Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZR00,Phyllodrepa floralis,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IILEF2S160,Phyllonorycter blancardella,,,SNA (2017),Exotic,GNR,,,,,,
IILEF2S840,Phyllonorycter maestingella,,,SNA (2017),Exotic,GNR,,,,,,
IILEF2S850,Phyllonorycter mespilella,,,SNA (2017),Exotic,GNR,,,,,,
IICOLDW030,Phyllotreta armoraciae,Horseradish Flea Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLDW060,Phyllotreta cruciferae,A Leaf Beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLDW100,Phyllotreta striolata,Striped Flea Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHOMU8030,Phylloxera glabra,,,SNA,Exotic,GNR,,,,,,
IICOL0T050,Phymatodes testaceus,A Longhorned Beetle,,SNA (2017),Exotic,GNR,,,,,,
PDSOL0S0K0,Physalis philadelphica,tomatillo,,SNA (2019),Exotic,GNR (2012),,,,,,
IMGASM0350,Physella mexicana,Polished Physa,,SNA (2008),Exotic,G4G5Q (2008),,,,,,
IIHEM39580,Phytocoris populi,,,SNA,Exotic,GNR,,,,,,
IIHEM39710,Phytocoris tiliae,,,SNA,Exotic,GNR,,,,,,
PDAST77020,Picris hieracioides,bristly ox-tongue,,SNA (2019),Exotic,G5 (1994),,,,,,
IILEPA2030,Pieris rapae,Cabbage White,,SNA (2020),Exotic,G5 (2009),,,,,,
IIHEM43180,Pilophorus perplexus,,,SNA,Exotic,GNR,,,,,,
PDAST4W090,Pilosella aurantiaca,orange-red king devil,,SNA (2019),Exotic,GNR,,,,,,
PDAST4W0B0,Pilosella caespitosa,yellow king devil,,SNA (2019),Exotic,GNR,,,,,,
PDAST4W270,Pilosella flagellaris,whiplash hawkweed,,SNA (2019),Exotic,GNA (2016),,,,,,
PDAST4W2F0,Pilosella glomerata,yellowdevil hawkweed,,SNA (2019),Exotic,GNR,,,,,,
PDAST4W130,Pilosella officinarum,mouse-ear hawkweed,,SNA (2019),Exotic,GNR (1994),,,,,,
PDAST4W140,Pilosella piloselloides,tall hawkweed,,SNA (2019),Exotic,GNR,,,,,,
PDAST4W160,Pilosella piloselloides ssp. praealta,king devil,,SNA (2001),Exotic,GNR,,,,,,
PDAST4W280,Pilosella x floribunda,kingdevil hawkweed,,SNA (2008),Exotic,GNA (2016),,,,,,
AFCJB32020,Pimephales promelas,Fathead Minnow,,SNA (2019),Exotic,G5 (2015),,,,,,
IIHEMR6020,Pithanus maerkelii,,,SNA,Exotic,GNR,,,,,,
IICOLRZCH0,Placusa incompleta,a rove beetle,,SNA (2017),Exotic,GNR,,,,,,
IICOLRZCL0,Placusa tachyporoides,A Rove Beetle,,SNA (2017),Exotic,GNR,,,,,,
IIHEMC2190,Plagiognathus arbustorum,,,SNA,Exotic,GNR,,,,,,
IIHEMC2050,Plagiognathus chrysanthemi,,,SNA,Exotic,GNR,,,,,,
NBMUS810B0,Plagiomnium undulatum,,,SNA (2015),Exotic,GNR,,,,,,
IICOL12280,Planolinellus vittatus,A Scarab Beetle,,SNA (2017),Exotic,GNR,,,,,,
IMGAS0J010,Planorbarius corneus,Great Ramshorn,,SNA (2015),Exotic,GNR,,,,,,
PDPLN020A0,Plantago coronopus,buck's-horn plantain,,SNA (2019),Exotic,G5 (1994),,,,,,
PDPLN020R0,Plantago lanceolata,ribwort plantain,,SNA (2019),Exotic,G5 (1994),,,,,,
PDPLN020T0,Plantago major,common plantain,,SNA (2019),Exotic,G5 (1994),,,,,,
PDPLN020V0,Plantago media,hoary plantain,,SNA (2019),Exotic,G5 (1994),,,,,,
PDPLN021A0,Plantago psyllium,whorled plantain,,SNA (2019),Exotic,GNR (1990),,,,,,
ILARA4V020,Platnickina tincta,Eurasian Conifer Cobweaver,,SNA,Exotic,GNR,,,,,,
IICOLRT110,Pleurophorus caesus,A Scarab Beetle,,SNA (2019),Exotic,GNR,,,,,,
