kingdom,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,zoosection,zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,section,subsection,complex,taxon_name,description,occurrence_status,establishment_means,adding_user_login,first_observation,last_observation,url,created_at,updated_at,taxon_common_name
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Melectini,,Melecta,Melecta,,,,Melecta pacifica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521326,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Melectini,,Melecta,Melecta,,,,Melecta separata,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521327,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Melectini,,Melecta,Melecta,,,,Melecta thoracica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521328,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,,,Poales,,,,,,,,Poaceae,Pooideae,,Meliceae,,Melica,,,,,Melica fugax,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521329,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,little melic
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Eucerini,,Melissodes,Eumelissodes,,,,Melissodes bimatris,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521330,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Mothered Long-horned Bee
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Eucerini,,Melissodes,Melissodes,,,,Melissodes communis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521331,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Common Longhorn
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Apoidea,Anthophila,Apidae,Apinae,,Eucerini,,Melissodes,Eumelissodes,,,,Melissodes lutulentus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521332,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Muddy Long-horned Bee
Animalia,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Araneomorphae,Entelegynae,,,,Lycosoidea,,Trachelidae,,,,,Meriola,,,,,Meriola californica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521333,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Geometroidea,,Geometridae,Ennominae,,Ourapterygini,,Meris,,,,,Meris suffusaria,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521334,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Boraginales,,,,,,,,Boraginaceae,Cynoglossoideae,,Asperugeae,,Mertensia,,,,,Mertensia oblongifolia,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521335,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,sagebrush bluebell
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Boraginales,,,,,,,,Boraginaceae,Cynoglossoideae,,Asperugeae,,Mertensia,,,,,Mertensia paniculata borealis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521336,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Northern Bluebells
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Boraginales,,,,,,,,Boraginaceae,Cynoglossoideae,,Asperugeae,,Mertensia,,,,,Mertensia simplicissima,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521337,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Beach Bluebells
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,,Mesogona,,,,,Mesogona olivata,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521338,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,,Mesogona,,,,,Mesogona subcuprea,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521339,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Jungermanniaceae,,,,,Mesoptychia,,,,,Mesoptychia badensis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521340,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Scarce Notchwort
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Jungermanniaceae,,,,,Mesoptychia,,,,,Mesoptychia bantriensis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521341,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Bantry Notchwort
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Jungermanniaceae,,,,,Mesoptychia,,,,,Mesoptychia collaris,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521342,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Mountain Notchwort
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Geometroidea,,Geometridae,Ennominae,,Hypochrosini,,Metanema,,,,,Metanema determinata,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521343,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Dark Metanema Moth
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Orthoptera,Caelifera,Acrididea,,,,Acridoidea,,Acrididae,Oedipodinae,,Psinidiini,,Metator,,,,,Metator nevadensis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521344,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Adephaga,,,,,Caraboidea,,Carabidae,Paussinae,,Metriini,,Metrius,,,,,Metrius contractus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521345,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Contracted Bombing Beetle
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Metzgeriales,,,,,,,,Metzgeriaceae,,,,,Metzgeria,,,,,Metzgeria leptoneura,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521346,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Hooked Veilwort
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Saxifragales,,,,,,,,Saxifragaceae,,,,,Micranthes,,Micranthes,,,Micranthes hieraciifolia,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521347,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Stiff-stem Saxifrage
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Saxifragales,,,,,,,,Saxifragaceae,,,,,Micranthes,,Micranthes,,,Micranthes nelsoniana carlottae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521348,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Haida Gwaii Saxifrage
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Saxifragales,,,,,,,,Saxifragaceae,,,,,Micranthes,,Micranthes,,,Micranthes nelsoniana pacifica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521349,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Saxifragales,,,,,,,,Saxifragaceae,,,,,Micranthes,,Micranthes,,,Micranthes razshivinii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521350,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Razshivin's Saxifrage
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Saxifragales,,,,,,,,Saxifragaceae,,,,,Micranthes,,Micranthes,,,Micranthes tischii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521351,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Olympic Saxifrage
Plantae,Bryophyta,,,Bryopsida,,,,,Pottiales,,,,,,,,Pottiaceae,,,,,Microbryum,,,,,Microbryum vlassovii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521352,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,,,Pertusariales,,,,,,,,Microcaliciaceae,,,,,Microcalicium,,,,,Microcalicium arenarium,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521353,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,Sandwort Microcalicium Lichen
Animalia,Arthropoda,Chelicerata,,Arachnida,,,,,Araneae,Mygalomorphae,,,,,,,Microhexuridae,,,,,Microhexura,,,,,Microhexura idahoana,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521354,2022-01-13 19:37:02 UTC,2022-01-13 19:37:02 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Adephaga,,,,,Caraboidea,,Carabidae,Lebiinae,,Lebiini,Dromiusina,Microlestes,,,,,Microlestes major,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521355,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Dicranales,,,,,,,,Micromitriaceae,,,,,Micromitrium,,,,,Micromitrium tenerum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521356,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Millimetre Moss
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Staphyliniformia,,,,Staphylinoidea,,Staphylinidae,Micropeplinae,,,,Micropeplus,,,,,Micropeplus smetanai,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521357,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Asterales,,,,,,,,Asteraceae,Cichorioideae,,Cichorieae,Microseridinae,Microseris,,,,,Microseris bigelovii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521358,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,coastal silverpuffs
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Euarchontoglires,Rodentia,Myomorpha,,,,,Muroidea,,Cricetidae,Arvicolinae,,Microtini,,Microtus,,,,,Microtus townsendii cowani,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521359,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Triangle Island Vole
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Mniaceae,,,,,Mielichhoferia,,,,,Mielichhoferia elongata,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521360,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Elongate copper moss
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Mniaceae,,,,,Mielichhoferia,,,,,Mielichhoferia mielichhoferiana,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521361,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Mielichhofer's Copper Moss
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Carnivora,,,Pinnipedia,,,,,Phocidae,,,,,Mirounga,,,,,Mirounga angustirostris,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521362,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Northern Elephant Seal
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Saxifragales,,,,,,,,Saxifragaceae,,,,,Mitella,,,,,Mitella caulescens,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521363,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Leafy Bishop's-cap
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Xylenini,Antitypina,Mniotype,,,,,Mniotype pallescens,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521364,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Plantae,Bryophyta,,,Bryopsida,,,,,Bryales,,,,,,,,Mniaceae,,,,,Mnium,,,,,Mnium arizonicum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521365,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Pallaviciniales,,,,,,,,Moerckiaceae,,,,,Moerckia,,,,,Moerckia blyttii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521366,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Blytt's Ruffwort
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Pallaviciniales,,,,,,,,Moerckiaceae,,,,,Moerckia,,,,,Moerckia hibernica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521367,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Irish Ruffwort
Plantae,Bryophyta,,,Bryopsida,,,,,Pottiales,,,,,,,,Pottiaceae,,,,,Molendoa,,,,,Molendoa sendtneriana,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521368,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Caryophyllales,,,,,,,,Montiaceae,,,,,Montia,,,,,Montia bostockii,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521369,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Bostock's Miner's-lettuce
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Caryophyllales,,,,,,,,Montiaceae,,,,,Montia,,,,,Montia chamissoi,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521370,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,toadlily
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Fagales,,,,,,,,Myricaceae,,,,,Morella,,,,,Morella californica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521371,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Pacific Wax myrtle
Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,,,Poales,,,,,,,,Poaceae,Chloridoideae,,Cynodonteae,Muhlenbergiinae,Muhlenbergia,,,,,Muhlenbergia andina,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521372,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,foxtail muhly
Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,,,Poales,,,,,,,,Poaceae,Chloridoideae,,Cynodonteae,Muhlenbergiinae,Muhlenbergia,,,,,Muhlenbergia filiformis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521373,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,pull-up muhly
Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,,,Cantharellales,,,,,,,,Clavulinaceae,,,,,Multiclavula,,,,,Multiclavula mucida,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521374,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,White green-algae coral
Animalia,Mollusca,,,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Sphaeriida,,,,,,Sphaerioidea,,Sphaeriidae,Sphaeriinae,,,,Musculium,,,,,Musculium partumeium,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521375,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Swamp Fingernail Clam
Animalia,Mollusca,,,Bivalvia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Sphaeriida,,,,,,Sphaerioidea,,Sphaeriidae,Sphaeriinae,,,,Musculium,,,,,Musculium transversum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521376,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Oblong Orb-mussel
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Carnivora,,,,,,,,Mustelidae,Mustelinae,,,,Mustela,,,,,Mustela haidarum haidarum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521377,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Haida Gwaii Stoat
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Carnivora,,,,,,,,Mustelidae,Mustelinae,,,,Mustela,,,,,Mustela richardsonii anguinae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521378,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Vancouver Island Stoat
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Staphyliniformia,,,,Staphylinoidea,,Staphylinidae,Tachyporinae,,Mycetoporini,,Mycetoporus,,,,,Mycetoporus pacificus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521379,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Euarchontoglires,Rodentia,Myomorpha,,,,,Muroidea,,Cricetidae,Arvicolinae,,Myodini,,Myodes,,,,,Myodes gapperi galei,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521380,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Rocky Mountain Southern Red-backed Vole
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Euarchontoglires,Rodentia,Myomorpha,,,,,Muroidea,,Cricetidae,Arvicolinae,,Myodini,,Myodes,,,,,Myodes gapperi occidentalis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521381,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Washington Southern Red-backed Vole
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Siphonaptera,,,,,,Ceratophylloidea,,Ischnopsyllidae,,,,,Myodopsylla,,,,,Myodopsylla gentilis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521382,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Siphonaptera,,,,,,Ceratophylloidea,,Ischnopsyllidae,,,,,Myodopsylla,,,,,Myodopsylla palposa,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521383,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Chiroptera,Yangochiroptera,,,,,Vespertilionoidea,,Vespertilionidae,Myotinae,,,,Myotis,,,,,Myotis ciliolabrum,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521384,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Western Small-footed Myotis
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Chiroptera,Yangochiroptera,,,,,Vespertilionoidea,,Vespertilionidae,Myotinae,,,,Myotis,,,,,Myotis lucifugus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521385,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Little Brown Bat
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Chiroptera,Yangochiroptera,,,,,Vespertilionoidea,,Vespertilionidae,Myotinae,,,,Myotis,,,,,Myotis septentrionalis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521386,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Northern Myotis
Animalia,Chordata,Vertebrata,,Mammalia,Theria,Placentalia,,Laurasiatheria,Chiroptera,Yangochiroptera,,,,,Vespertilionoidea,,Vespertilionidae,Myotinae,,,,Myotis,,,,,Myotis thysanodes,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521387,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Fringed Myotis
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Fabroniaceae,,,,,Myrinia,,,,,Myrinia pulvinata,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521388,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Flood-moss
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Orthoptera,Ensifera,Gryllidea,,,,Gryllotalpoidea,,Myrmecophilidae,Myrmecophilinae,,Myrmecophilini,,Myrmecophilus,Myrmecophilus,,,,Myrmecophilus oregonensis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521389,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,West Coast Ant Cricket
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Leucaniini,,Mythimna,,,,,Mythimna unipuncta,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521390,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,White-speck Moth
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Lepidoptera,,,,,,Noctuoidea,,Noctuidae,Noctuinae,,Leucaniini,,Mythimna,,,,,Mythimna yuconensis,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521391,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Yukon mythimna
Plantae,Bryophyta,,,Bryopsida,,,,,Hypnales,,,,,,,,Theliaceae,,,,,Myurella,,,,,Myurella sibirica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521392,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,Siberian Myurella Moss
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Asterales,,,,,,,,Asteraceae,Cichorioideae,,Cichorieae,Crepidinae,Nabalus,,,,,Nabalus racemosus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521393,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,purple rattlesnakeroot
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Asterales,,,,,,,,Asteraceae,Cichorioideae,,Cichorieae,Crepidinae,Nabalus,,,,,Nabalus sagittatus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521394,2022-01-13 19:37:03 UTC,2022-01-13 19:37:03 UTC,arrowleaf rattlesnakeroot
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Polyphaga,Cucujiformia,,,,Tenebrionoidea,,Tenebrionidae,Tenebrioninae,,Helopini,,Nalassus,,,,,Nalassus convexulus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521395,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Gymnomitriaceae,,,,,Nardia,,,,,Nardia breidleri,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521396,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,Book Flapwort
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Gymnomitriaceae,,,,,Nardia,,,,,Nardia compressa,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521397,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,Compressed Flapwort
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Gymnomitriaceae,,,,,Nardia,,,,,Nardia geoscyphus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521398,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,Earth-cup Flapwort
Plantae,Marchantiophyta,,,Jungermanniopsida,,,,,Jungermanniales,,,,,,,,Gymnomitriaceae,,,,,Nardia,,,,,Nardia japonica,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521399,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,Japanese Flapwort
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Ericales,,,,,,,,Polemoniaceae,,,,,Navarretia,,,,,Navarretia intertexta,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521400,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,needleleaf navarretia
Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,Ericales,,,,,,,,Polemoniaceae,,,,,Navarretia,,,,,Navarretia intertexta propinqua,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521401,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,Great Basin navarretia
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Adephaga,,,,,Caraboidea,,Carabidae,Nebriinae,,Nebriini,,Nebria,Reductonebria,,,,Nebria charlottae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521402,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Adephaga,,,,,Caraboidea,,Carabidae,Nebriinae,,Nebriini,,Nebria,Reductonebria,,,,Nebria diversa,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521403,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Coleoptera,Adephaga,,,,,Caraboidea,,Carabidae,Nebriinae,,Nebriini,,Nebria,Reductonebria,,,,Nebria louiseae,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521404,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Orthoptera,Ensifera,Tettigoniidea,,,,Tettigonioidea,,Tettigoniidae,Tettigoniinae,,Nedubini,,Neduba,,,,Neduba carinata,Neduba steindachneri,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521405,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,Steindachner’s Shieldback
Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Diptera,Brachycera,Orthorrhapha,,,,Asiloidea,,Mydidae,Leptomydinae,,,,Nemomydas,,,,,Nemomydas pantherinus,,,,katemckeown,,,https://www.inaturalist.org/listed_taxa/92521406,2022-01-13 19:37:04 UTC,2022-01-13 19:37:04 UTC,
